step,layer,ratio,lr,loss
147,blocks.1.mlp.2.weight,9.20929845e-03,3.00000000e-03,5.566864
147,blocks.1.mlp.2.bias,7.48824833e-03,3.00000000e-03,5.566864
147,ln_f.weight,1.32612879e-03,3.00000000e-03,5.566864
147,ln_f.bias,1.43041586e-02,3.00000000e-03,5.566864
147,lm_head.weight,8.28908934e-03,3.00000000e-03,5.566864
148,token_emb.weight,4.96405807e-04,3.00000000e-03,5.589511
148,pos_emb.weight,4.98615198e-04,3.00000000e-03,5.589511
148,blocks.0.ln1.weight,4.08562223e-04,3.00000000e-03,5.589511
148,blocks.0.ln1.bias,4.93137828e-03,3.00000000e-03,5.589511
148,blocks.0.attn.in_proj_weight,4.93970936e-03,3.00000000e-03,5.589511
148,blocks.0.attn.in_proj_bias,7.24689709e-03,3.00000000e-03,5.589511
148,blocks.0.attn.out_proj.weight,6.96811630e-03,3.00000000e-03,5.589511
148,blocks.0.attn.out_proj.bias,9.43330360e-03,3.00000000e-03,5.589511
148,blocks.0.ln2.weight,4.90814426e-04,3.00000000e-03,5.589511
148,blocks.0.ln2.bias,9.36840971e-03,3.00000000e-03,5.589511
148,blocks.0.mlp.0.weight,5.14078444e-03,3.00000000e-03,5.589511
148,blocks.0.mlp.0.bias,4.87910977e-03,3.00000000e-03,5.589511
148,blocks.0.mlp.2.weight,9.34579123e-03,3.00000000e-03,5.589511
148,blocks.0.mlp.2.bias,7.36801008e-03,3.00000000e-03,5.589511
148,blocks.1.ln1.weight,3.97531257e-04,3.00000000e-03,5.589511
148,blocks.1.ln1.bias,8.22127908e-03,3.00000000e-03,5.589511
148,blocks.1.attn.in_proj_weight,3.23230960e-03,3.00000000e-03,5.589511
148,blocks.1.attn.in_proj_bias,7.89126184e-03,3.00000000e-03,5.589511
148,blocks.1.attn.out_proj.weight,7.42164886e-03,3.00000000e-03,5.589511
148,blocks.1.attn.out_proj.bias,1.19633296e-02,3.00000000e-03,5.589511
148,blocks.1.ln2.weight,3.97293306e-04,3.00000000e-03,5.589511
148,blocks.1.ln2.bias,1.26729064e-02,3.00000000e-03,5.589511
148,blocks.1.mlp.0.weight,3.72131976e-03,3.00000000e-03,5.589511
148,blocks.1.mlp.0.bias,5.25502567e-03,3.00000000e-03,5.589511
148,blocks.1.mlp.2.weight,9.52193170e-03,3.00000000e-03,5.589511
148,blocks.1.mlp.2.bias,7.74642227e-03,3.00000000e-03,5.589511
148,ln_f.weight,1.37279765e-03,3.00000000e-03,5.589511
148,ln_f.bias,1.44931167e-02,3.00000000e-03,5.589511
148,lm_head.weight,8.26046368e-03,3.00000000e-03,5.589511
149,token_emb.weight,4.98388261e-04,3.00000000e-03,5.559222
149,pos_emb.weight,4.98266434e-04,3.00000000e-03,5.559222
149,blocks.0.ln1.weight,4.35656951e-04,3.00000000e-03,5.559222
149,blocks.0.ln1.bias,5.47905613e-03,3.00000000e-03,5.559222
149,blocks.0.attn.in_proj_weight,5.06275872e-03,3.00000000e-03,5.559222
149,blocks.0.attn.in_proj_bias,8.59000732e-03,3.00000000e-03,5.559222
149,blocks.0.attn.out_proj.weight,7.66066199e-03,3.00000000e-03,5.559222
149,blocks.0.attn.out_proj.bias,1.07419516e-02,3.00000000e-03,5.559222
149,blocks.0.ln2.weight,5.40366107e-04,3.00000000e-03,5.559222
149,blocks.0.ln2.bias,1.02450463e-02,3.00000000e-03,5.559222
149,blocks.0.mlp.0.weight,5.33068196e-03,3.00000000e-03,5.559222
149,blocks.0.mlp.0.bias,5.23326946e-03,3.00000000e-03,5.559222
149,blocks.0.mlp.2.weight,1.00981434e-02,3.00000000e-03,5.559222
149,blocks.0.mlp.2.bias,8.27987459e-03,3.00000000e-03,5.559222
149,blocks.1.ln1.weight,4.76904109e-04,3.00000000e-03,5.559222
149,blocks.1.ln1.bias,9.36122986e-03,3.00000000e-03,5.559222
149,blocks.1.attn.in_proj_weight,3.68798102e-03,3.00000000e-03,5.559222
149,blocks.1.attn.in_proj_bias,9.24306442e-03,3.00000000e-03,5.559222
149,blocks.1.attn.out_proj.weight,8.14538231e-03,3.00000000e-03,5.559222
149,blocks.1.attn.out_proj.bias,1.34931215e-02,3.00000000e-03,5.559222
149,blocks.1.ln2.weight,4.34004440e-04,3.00000000e-03,5.559222
149,blocks.1.ln2.bias,1.36489089e-02,3.00000000e-03,5.559222
149,blocks.1.mlp.0.weight,4.02582167e-03,3.00000000e-03,5.559222
149,blocks.1.mlp.0.bias,5.72636110e-03,3.00000000e-03,5.559222
149,blocks.1.mlp.2.weight,1.05896334e-02,3.00000000e-03,5.559222
149,blocks.1.mlp.2.bias,8.74095269e-03,3.00000000e-03,5.559222
149,ln_f.weight,1.39977686e-03,3.00000000e-03,5.559222
149,ln_f.bias,1.50060684e-02,3.00000000e-03,5.559222
149,lm_head.weight,8.60091679e-03,3.00000000e-03,5.559222
150,token_emb.weight,5.03543164e-04,3.00000000e-03,5.565908
150,pos_emb.weight,5.02757731e-04,3.00000000e-03,5.565908
150,blocks.0.ln1.weight,5.22515033e-04,3.00000000e-03,5.565908
150,blocks.0.ln1.bias,6.59686903e-03,3.00000000e-03,5.565908
150,blocks.0.attn.in_proj_weight,5.33111653e-03,3.00000000e-03,5.565908
150,blocks.0.attn.in_proj_bias,1.00248446e-02,3.00000000e-03,5.565908
150,blocks.0.attn.out_proj.weight,8.13316573e-03,3.00000000e-03,5.565908
150,blocks.0.attn.out_proj.bias,1.14709328e-02,3.00000000e-03,5.565908
150,blocks.0.ln2.weight,5.25910452e-04,3.00000000e-03,5.565908
150,blocks.0.ln2.bias,1.07788888e-02,3.00000000e-03,5.565908
150,blocks.0.mlp.0.weight,5.49964181e-03,3.00000000e-03,5.565908
150,blocks.0.mlp.0.bias,5.50423037e-03,3.00000000e-03,5.565908
150,blocks.0.mlp.2.weight,1.06505190e-02,3.00000000e-03,5.565908
150,blocks.0.mlp.2.bias,8.84694029e-03,3.00000000e-03,5.565908
150,blocks.1.ln1.weight,5.25494107e-04,3.00000000e-03,5.565908
150,blocks.1.ln1.bias,9.36297888e-03,3.00000000e-03,5.565908
150,blocks.1.attn.in_proj_weight,3.93566228e-03,3.00000000e-03,5.565908
150,blocks.1.attn.in_proj_bias,9.99553631e-03,3.00000000e-03,5.565908
150,blocks.1.attn.out_proj.weight,8.63453197e-03,3.00000000e-03,5.565908
150,blocks.1.attn.out_proj.bias,1.44451513e-02,3.00000000e-03,5.565908
150,blocks.1.ln2.weight,4.48579779e-04,3.00000000e-03,5.565908
150,blocks.1.ln2.bias,1.49643167e-02,3.00000000e-03,5.565908
150,blocks.1.mlp.0.weight,4.24842649e-03,3.00000000e-03,5.565908
150,blocks.1.mlp.0.bias,6.10685084e-03,3.00000000e-03,5.565908
150,blocks.1.mlp.2.weight,1.13088713e-02,3.00000000e-03,5.565908
150,blocks.1.mlp.2.bias,9.39755379e-03,3.00000000e-03,5.565908
150,ln_f.weight,1.41189216e-03,3.00000000e-03,5.565908
150,ln_f.bias,1.55439086e-02,3.00000000e-03,5.565908
150,lm_head.weight,8.70433450e-03,3.00000000e-03,5.565908
151,token_emb.weight,5.05953480e-04,3.00000000e-03,5.576318
151,pos_emb.weight,4.99930943e-04,3.00000000e-03,5.576318
151,blocks.0.ln1.weight,4.91700289e-04,3.00000000e-03,5.576318
151,blocks.0.ln1.bias,6.05255347e-03,3.00000000e-03,5.576318
151,blocks.0.attn.in_proj_weight,5.32692692e-03,3.00000000e-03,5.576318
151,blocks.0.attn.in_proj_bias,9.46942546e-03,3.00000000e-03,5.576318
151,blocks.0.attn.out_proj.weight,7.85573409e-03,3.00000000e-03,5.576318
151,blocks.0.attn.out_proj.bias,1.12696863e-02,3.00000000e-03,5.576318
151,blocks.0.ln2.weight,5.15397237e-04,3.00000000e-03,5.576318
151,blocks.0.ln2.bias,9.91733391e-03,3.00000000e-03,5.576318
151,blocks.0.mlp.0.weight,5.26847803e-03,3.00000000e-03,5.576318
151,blocks.0.mlp.0.bias,5.15412976e-03,3.00000000e-03,5.576318
151,blocks.0.mlp.2.weight,1.03187690e-02,3.00000000e-03,5.576318
151,blocks.0.mlp.2.bias,8.47798984e-03,3.00000000e-03,5.576318
151,blocks.1.ln1.weight,4.93456498e-04,3.00000000e-03,5.576318
151,blocks.1.ln1.bias,9.03638927e-03,3.00000000e-03,5.576318
151,blocks.1.attn.in_proj_weight,3.90708735e-03,3.00000000e-03,5.576318
151,blocks.1.attn.in_proj_bias,9.93143499e-03,3.00000000e-03,5.576318
151,blocks.1.attn.out_proj.weight,8.23949252e-03,3.00000000e-03,5.576318
151,blocks.1.attn.out_proj.bias,1.39347834e-02,3.00000000e-03,5.576318
151,blocks.1.ln2.weight,4.28995376e-04,3.00000000e-03,5.576318
151,blocks.1.ln2.bias,1.42293931e-02,3.00000000e-03,5.576318
151,blocks.1.mlp.0.weight,4.12137318e-03,3.00000000e-03,5.576318
151,blocks.1.mlp.0.bias,5.90159447e-03,3.00000000e-03,5.576318
151,blocks.1.mlp.2.weight,1.09325243e-02,3.00000000e-03,5.576318
151,blocks.1.mlp.2.bias,9.11969508e-03,3.00000000e-03,5.576318
151,ln_f.weight,1.40360684e-03,3.00000000e-03,5.576318
151,ln_f.bias,1.51565296e-02,3.00000000e-03,5.576318
151,lm_head.weight,8.90413772e-03,3.00000000e-03,5.576318
152,token_emb.weight,5.07795091e-04,3.00000000e-03,5.558936
152,pos_emb.weight,5.06485670e-04,3.00000000e-03,5.558936
152,blocks.0.ln1.weight,4.97424536e-04,3.00000000e-03,5.558936
152,blocks.0.ln1.bias,6.33254386e-03,3.00000000e-03,5.558936
152,blocks.0.attn.in_proj_weight,5.14604016e-03,3.00000000e-03,5.558936
152,blocks.0.attn.in_proj_bias,8.81407436e-03,3.00000000e-03,5.558936
152,blocks.0.attn.out_proj.weight,7.64207729e-03,3.00000000e-03,5.558936
152,blocks.0.attn.out_proj.bias,1.09427559e-02,3.00000000e-03,5.558936
152,blocks.0.ln2.weight,5.43060531e-04,3.00000000e-03,5.558936
152,blocks.0.ln2.bias,7.96131658e-03,3.00000000e-03,5.558936
152,blocks.0.mlp.0.weight,4.97007654e-03,3.00000000e-03,5.558936
152,blocks.0.mlp.0.bias,4.62837811e-03,3.00000000e-03,5.558936
152,blocks.0.mlp.2.weight,1.02159559e-02,3.00000000e-03,5.558936
152,blocks.0.mlp.2.bias,8.39173149e-03,3.00000000e-03,5.558936
152,blocks.1.ln1.weight,5.33316009e-04,3.00000000e-03,5.558936
152,blocks.1.ln1.bias,1.00674088e-02,3.00000000e-03,5.558936
152,blocks.1.attn.in_proj_weight,3.75551117e-03,3.00000000e-03,5.558936
152,blocks.1.attn.in_proj_bias,9.64584099e-03,3.00000000e-03,5.558936
152,blocks.1.attn.out_proj.weight,7.98190315e-03,3.00000000e-03,5.558936
152,blocks.1.attn.out_proj.bias,1.36918129e-02,3.00000000e-03,5.558936
152,blocks.1.ln2.weight,4.17590386e-04,3.00000000e-03,5.558936
152,blocks.1.ln2.bias,1.36183528e-02,3.00000000e-03,5.558936
152,blocks.1.mlp.0.weight,4.08599458e-03,3.00000000e-03,5.558936
152,blocks.1.mlp.0.bias,5.86271688e-03,3.00000000e-03,5.558936
152,blocks.1.mlp.2.weight,1.06446728e-02,3.00000000e-03,5.558936
152,blocks.1.mlp.2.bias,8.95776111e-03,3.00000000e-03,5.558936
152,ln_f.weight,1.38526418e-03,3.00000000e-03,5.558936
152,ln_f.bias,1.44043113e-02,3.00000000e-03,5.558936
152,lm_head.weight,9.11013103e-03,3.00000000e-03,5.558936
153,token_emb.weight,5.12657156e-04,3.00000000e-03,5.585697
153,pos_emb.weight,5.14234192e-04,3.00000000e-03,5.585697
153,blocks.0.ln1.weight,4.68848425e-04,3.00000000e-03,5.585697
153,blocks.0.ln1.bias,5.90361317e-03,3.00000000e-03,5.585697
153,blocks.0.attn.in_proj_weight,5.32448966e-03,3.00000000e-03,5.585697
153,blocks.0.attn.in_proj_bias,9.34711415e-03,3.00000000e-03,5.585697
153,blocks.0.attn.out_proj.weight,8.04999644e-03,3.00000000e-03,5.585697
153,blocks.0.attn.out_proj.bias,1.14296231e-02,3.00000000e-03,5.585697
153,blocks.0.ln2.weight,6.41155727e-04,3.00000000e-03,5.585697
153,blocks.0.ln2.bias,1.10349565e-02,3.00000000e-03,5.585697
153,blocks.0.mlp.0.weight,5.24175985e-03,3.00000000e-03,5.585697
153,blocks.0.mlp.0.bias,5.09600001e-03,3.00000000e-03,5.585697
153,blocks.0.mlp.2.weight,1.06203786e-02,3.00000000e-03,5.585697
153,blocks.0.mlp.2.bias,8.68448619e-03,3.00000000e-03,5.585697
153,blocks.1.ln1.weight,5.82656348e-04,3.00000000e-03,5.585697
153,blocks.1.ln1.bias,1.23415077e-02,3.00000000e-03,5.585697
153,blocks.1.attn.in_proj_weight,4.03537977e-03,3.00000000e-03,5.585697
153,blocks.1.attn.in_proj_bias,1.05283801e-02,3.00000000e-03,5.585697
153,blocks.1.attn.out_proj.weight,8.17841699e-03,3.00000000e-03,5.585697
153,blocks.1.attn.out_proj.bias,1.41274009e-02,3.00000000e-03,5.585697
153,blocks.1.ln2.weight,4.03525313e-04,3.00000000e-03,5.585697
153,blocks.1.ln2.bias,1.39716179e-02,3.00000000e-03,5.585697
153,blocks.1.mlp.0.weight,4.17605049e-03,3.00000000e-03,5.585697
153,blocks.1.mlp.0.bias,6.01264000e-03,3.00000000e-03,5.585697
153,blocks.1.mlp.2.weight,1.09940929e-02,3.00000000e-03,5.585697
153,blocks.1.mlp.2.bias,9.32395502e-03,3.00000000e-03,5.585697
153,ln_f.weight,1.41162432e-03,3.00000000e-03,5.585697
153,ln_f.bias,1.44541462e-02,3.00000000e-03,5.585697
153,lm_head.weight,9.11707794e-03,3.00000000e-03,5.585697
154,token_emb.weight,5.17848604e-04,3.00000000e-03,5.560840
154,pos_emb.weight,5.15565895e-04,3.00000000e-03,5.560840
154,blocks.0.ln1.weight,5.01970293e-04,3.00000000e-03,5.560840
154,blocks.0.ln1.bias,6.03829211e-03,3.00000000e-03,5.560840
154,blocks.0.attn.in_proj_weight,5.39966509e-03,3.00000000e-03,5.560840
154,blocks.0.attn.in_proj_bias,8.99023260e-03,3.00000000e-03,5.560840
154,blocks.0.attn.out_proj.weight,7.74690260e-03,3.00000000e-03,5.560840
154,blocks.0.attn.out_proj.bias,1.07949227e-02,3.00000000e-03,5.560840
154,blocks.0.ln2.weight,5.74918621e-04,3.00000000e-03,5.560840
154,blocks.0.ln2.bias,9.41692580e-03,3.00000000e-03,5.560840
154,blocks.0.mlp.0.weight,5.04440210e-03,3.00000000e-03,5.560840
154,blocks.0.mlp.0.bias,4.70464282e-03,3.00000000e-03,5.560840
154,blocks.0.mlp.2.weight,1.02268347e-02,3.00000000e-03,5.560840
154,blocks.0.mlp.2.bias,8.17382666e-03,3.00000000e-03,5.560840
154,blocks.1.ln1.weight,5.41950694e-04,3.00000000e-03,5.560840
154,blocks.1.ln1.bias,1.13535289e-02,3.00000000e-03,5.560840
154,blocks.1.attn.in_proj_weight,3.88279206e-03,3.00000000e-03,5.560840
154,blocks.1.attn.in_proj_bias,1.02048426e-02,3.00000000e-03,5.560840
154,blocks.1.attn.out_proj.weight,7.81654811e-03,3.00000000e-03,5.560840
154,blocks.1.attn.out_proj.bias,1.34174375e-02,3.00000000e-03,5.560840
154,blocks.1.ln2.weight,3.85844031e-04,3.00000000e-03,5.560840
154,blocks.1.ln2.bias,1.28692681e-02,3.00000000e-03,5.560840
154,blocks.1.mlp.0.weight,4.08774280e-03,3.00000000e-03,5.560840
154,blocks.1.mlp.0.bias,5.88177760e-03,3.00000000e-03,5.560840
154,blocks.1.mlp.2.weight,1.05041812e-02,3.00000000e-03,5.560840
154,blocks.1.mlp.2.bias,8.87076950e-03,3.00000000e-03,5.560840
154,ln_f.weight,1.40426866e-03,3.00000000e-03,5.560840
154,ln_f.bias,1.37346450e-02,3.00000000e-03,5.560840
154,lm_head.weight,8.94254373e-03,3.00000000e-03,5.560840
155,token_emb.weight,5.22441624e-04,3.00000000e-03,5.565759
155,pos_emb.weight,5.20881666e-04,3.00000000e-03,5.565759
155,blocks.0.ln1.weight,5.26559725e-04,3.00000000e-03,5.565759
155,blocks.0.ln1.bias,6.30111833e-03,3.00000000e-03,5.565759
155,blocks.0.attn.in_proj_weight,5.44295581e-03,3.00000000e-03,5.565759
155,blocks.0.attn.in_proj_bias,8.71516575e-03,3.00000000e-03,5.565759
155,blocks.0.attn.out_proj.weight,7.52576578e-03,3.00000000e-03,5.565759
155,blocks.0.attn.out_proj.bias,1.06064937e-02,3.00000000e-03,5.565759
155,blocks.0.ln2.weight,5.87765445e-04,3.00000000e-03,5.565759
155,blocks.0.ln2.bias,8.59869457e-03,3.00000000e-03,5.565759
155,blocks.0.mlp.0.weight,5.06297785e-03,3.00000000e-03,5.565759
155,blocks.0.mlp.0.bias,4.59421621e-03,3.00000000e-03,5.565759
155,blocks.0.mlp.2.weight,1.01276536e-02,3.00000000e-03,5.565759
155,blocks.0.mlp.2.bias,8.10758711e-03,3.00000000e-03,5.565759
155,blocks.1.ln1.weight,5.39782069e-04,3.00000000e-03,5.565759
155,blocks.1.ln1.bias,1.10785668e-02,3.00000000e-03,5.565759
155,blocks.1.attn.in_proj_weight,3.92263056e-03,3.00000000e-03,5.565759
155,blocks.1.attn.in_proj_bias,1.03288519e-02,3.00000000e-03,5.565759
155,blocks.1.attn.out_proj.weight,7.57301113e-03,3.00000000e-03,5.565759
155,blocks.1.attn.out_proj.bias,1.31955533e-02,3.00000000e-03,5.565759
155,blocks.1.ln2.weight,3.95883261e-04,3.00000000e-03,5.565759
155,blocks.1.ln2.bias,1.18642243e-02,3.00000000e-03,5.565759
155,blocks.1.mlp.0.weight,3.85095587e-03,3.00000000e-03,5.565759
155,blocks.1.mlp.0.bias,5.49292980e-03,3.00000000e-03,5.565759
155,blocks.1.mlp.2.weight,1.02314886e-02,3.00000000e-03,5.565759
155,blocks.1.mlp.2.bias,8.71822231e-03,3.00000000e-03,5.565759
155,ln_f.weight,1.39800141e-03,3.00000000e-03,5.565759
155,ln_f.bias,1.32834790e-02,3.00000000e-03,5.565759
155,lm_head.weight,8.54096094e-03,3.00000000e-03,5.565759
156,token_emb.weight,5.23848717e-04,3.00000000e-03,5.567766
156,pos_emb.weight,5.22864205e-04,3.00000000e-03,5.567766
156,blocks.0.ln1.weight,5.33172856e-04,3.00000000e-03,5.567766
156,blocks.0.ln1.bias,6.03399868e-03,3.00000000e-03,5.567766
156,blocks.0.attn.in_proj_weight,5.47364205e-03,3.00000000e-03,5.567766
156,blocks.0.attn.in_proj_bias,9.21046659e-03,3.00000000e-03,5.567766
156,blocks.0.attn.out_proj.weight,7.62121116e-03,3.00000000e-03,5.567766
156,blocks.0.attn.out_proj.bias,1.08822711e-02,3.00000000e-03,5.567766
156,blocks.0.ln2.weight,5.90353982e-04,3.00000000e-03,5.567766
156,blocks.0.ln2.bias,8.95539818e-03,3.00000000e-03,5.567766
156,blocks.0.mlp.0.weight,5.09418319e-03,3.00000000e-03,5.567766
156,blocks.0.mlp.0.bias,4.66319117e-03,3.00000000e-03,5.567766
156,blocks.0.mlp.2.weight,1.02643286e-02,3.00000000e-03,5.567766
156,blocks.0.mlp.2.bias,8.31836988e-03,3.00000000e-03,5.567766
156,blocks.1.ln1.weight,5.51981165e-04,3.00000000e-03,5.567766
156,blocks.1.ln1.bias,1.10020290e-02,3.00000000e-03,5.567766
156,blocks.1.attn.in_proj_weight,3.87093804e-03,3.00000000e-03,5.567766
156,blocks.1.attn.in_proj_bias,1.02844314e-02,3.00000000e-03,5.567766
156,blocks.1.attn.out_proj.weight,7.60644841e-03,3.00000000e-03,5.567766
156,blocks.1.attn.out_proj.bias,1.34675607e-02,3.00000000e-03,5.567766
156,blocks.1.ln2.weight,3.72493861e-04,3.00000000e-03,5.567766
156,blocks.1.ln2.bias,1.23345005e-02,3.00000000e-03,5.567766
156,blocks.1.mlp.0.weight,4.01515606e-03,3.00000000e-03,5.567766
156,blocks.1.mlp.0.bias,5.78588041e-03,3.00000000e-03,5.567766
156,blocks.1.mlp.2.weight,1.03259912e-02,3.00000000e-03,5.567766
156,blocks.1.mlp.2.bias,8.94693241e-03,3.00000000e-03,5.567766
156,ln_f.weight,1.39259580e-03,3.00000000e-03,5.567766
156,ln_f.bias,1.33430102e-02,3.00000000e-03,5.567766
156,lm_head.weight,8.78937065e-03,3.00000000e-03,5.567766
157,token_emb.weight,5.27939397e-04,3.00000000e-03,5.555366
157,pos_emb.weight,5.27971885e-04,3.00000000e-03,5.555366
157,blocks.0.ln1.weight,5.61215250e-04,3.00000000e-03,5.555366
157,blocks.0.ln1.bias,6.06089027e-03,3.00000000e-03,5.555366
157,blocks.0.attn.in_proj_weight,5.46180018e-03,3.00000000e-03,5.555366
157,blocks.0.attn.in_proj_bias,8.86079874e-03,3.00000000e-03,5.555366
157,blocks.0.attn.out_proj.weight,7.17129948e-03,3.00000000e-03,5.555366
157,blocks.0.attn.out_proj.bias,1.02351621e-02,3.00000000e-03,5.555366
157,blocks.0.ln2.weight,5.76642611e-04,3.00000000e-03,5.555366
157,blocks.0.ln2.bias,8.53077121e-03,3.00000000e-03,5.555366
157,blocks.0.mlp.0.weight,5.13259095e-03,3.00000000e-03,5.555366
157,blocks.0.mlp.0.bias,4.71106729e-03,3.00000000e-03,5.555366
157,blocks.0.mlp.2.weight,9.90504656e-03,3.00000000e-03,5.555366
157,blocks.0.mlp.2.bias,7.83321619e-03,3.00000000e-03,5.555366
157,blocks.1.ln1.weight,5.28938062e-04,3.00000000e-03,5.555366
157,blocks.1.ln1.bias,9.87151240e-03,3.00000000e-03,5.555366
157,blocks.1.attn.in_proj_weight,3.36503433e-03,3.00000000e-03,5.555366
157,blocks.1.attn.in_proj_bias,8.85125821e-03,3.00000000e-03,5.555366
157,blocks.1.attn.out_proj.weight,7.17723309e-03,3.00000000e-03,5.555366
157,blocks.1.attn.out_proj.bias,1.27313190e-02,3.00000000e-03,5.555366
157,blocks.1.ln2.weight,3.59027515e-04,3.00000000e-03,5.555366
157,blocks.1.ln2.bias,1.18422213e-02,3.00000000e-03,5.555366
157,blocks.1.mlp.0.weight,3.68338444e-03,3.00000000e-03,5.555366
157,blocks.1.mlp.0.bias,5.28695468e-03,3.00000000e-03,5.555366
157,blocks.1.mlp.2.weight,9.73090800e-03,3.00000000e-03,5.555366
157,blocks.1.mlp.2.bias,8.41248550e-03,3.00000000e-03,5.555366
157,ln_f.weight,1.35926343e-03,3.00000000e-03,5.555366
157,ln_f.bias,1.23171902e-02,3.00000000e-03,5.555366
157,lm_head.weight,8.93489560e-03,3.00000000e-03,5.555366
158,token_emb.weight,5.34988450e-04,3.00000000e-03,5.569955
158,pos_emb.weight,5.33753500e-04,3.00000000e-03,5.569955
158,blocks.0.ln1.weight,5.95283531e-04,3.00000000e-03,5.569955
158,blocks.0.ln1.bias,7.42819338e-03,3.00000000e-03,5.569955
158,blocks.0.attn.in_proj_weight,5.80802474e-03,3.00000000e-03,5.569955
158,blocks.0.attn.in_proj_bias,1.04019400e-02,3.00000000e-03,5.569955
158,blocks.0.attn.out_proj.weight,7.92664277e-03,3.00000000e-03,5.569955
158,blocks.0.attn.out_proj.bias,1.15515574e-02,3.00000000e-03,5.569955
158,blocks.0.ln2.weight,5.70496824e-04,3.00000000e-03,5.569955
158,blocks.0.ln2.bias,8.56800415e-03,3.00000000e-03,5.569955
158,blocks.0.mlp.0.weight,5.26898182e-03,3.00000000e-03,5.569955
158,blocks.0.mlp.0.bias,4.91196331e-03,3.00000000e-03,5.569955
158,blocks.0.mlp.2.weight,1.07564057e-02,3.00000000e-03,5.569955
158,blocks.0.mlp.2.bias,8.84056756e-03,3.00000000e-03,5.569955
158,blocks.1.ln1.weight,5.66021066e-04,3.00000000e-03,5.569955
158,blocks.1.ln1.bias,1.07979430e-02,3.00000000e-03,5.569955
158,blocks.1.attn.in_proj_weight,3.66122780e-03,3.00000000e-03,5.569955
158,blocks.1.attn.in_proj_bias,9.79163028e-03,3.00000000e-03,5.569955
158,blocks.1.attn.out_proj.weight,7.93255411e-03,3.00000000e-03,5.569955
158,blocks.1.attn.out_proj.bias,1.43304186e-02,3.00000000e-03,5.569955
158,blocks.1.ln2.weight,3.41913783e-04,3.00000000e-03,5.569955
158,blocks.1.ln2.bias,1.14561981e-02,3.00000000e-03,5.569955
158,blocks.1.mlp.0.weight,3.85878746e-03,3.00000000e-03,5.569955
158,blocks.1.mlp.0.bias,5.60313895e-03,3.00000000e-03,5.569955
158,blocks.1.mlp.2.weight,1.07468940e-02,3.00000000e-03,5.569955
158,blocks.1.mlp.2.bias,9.48059324e-03,3.00000000e-03,5.569955
158,ln_f.weight,1.39227074e-03,3.00000000e-03,5.569955
158,ln_f.bias,1.30787221e-02,3.00000000e-03,5.569955
158,lm_head.weight,8.80606333e-03,3.00000000e-03,5.569955
159,token_emb.weight,5.35163471e-04,3.00000000e-03,5.563471
159,pos_emb.weight,5.31841703e-04,3.00000000e-03,5.563471
159,blocks.0.ln1.weight,5.47705635e-04,3.00000000e-03,5.563471
159,blocks.0.ln1.bias,6.13650815e-03,3.00000000e-03,5.563471
159,blocks.0.attn.in_proj_weight,5.69911284e-03,3.00000000e-03,5.563471
159,blocks.0.attn.in_proj_bias,9.30368893e-03,3.00000000e-03,5.563471
159,blocks.0.attn.out_proj.weight,7.62386752e-03,3.00000000e-03,5.563471
159,blocks.0.attn.out_proj.bias,1.11856525e-02,3.00000000e-03,5.563471
159,blocks.0.ln2.weight,5.51546124e-04,3.00000000e-03,5.563471
159,blocks.0.ln2.bias,8.07986819e-03,3.00000000e-03,5.563471
159,blocks.0.mlp.0.weight,5.21894568e-03,3.00000000e-03,5.563471
159,blocks.0.mlp.0.bias,4.78211100e-03,3.00000000e-03,5.563471
159,blocks.0.mlp.2.weight,1.03067264e-02,3.00000000e-03,5.563471
159,blocks.0.mlp.2.bias,8.42503130e-03,3.00000000e-03,5.563471
159,blocks.1.ln1.weight,5.49724405e-04,3.00000000e-03,5.563471
159,blocks.1.ln1.bias,1.05554140e-02,3.00000000e-03,5.563471
159,blocks.1.attn.in_proj_weight,3.54292425e-03,3.00000000e-03,5.563471
159,blocks.1.attn.in_proj_bias,9.45992462e-03,3.00000000e-03,5.563471
159,blocks.1.attn.out_proj.weight,7.46667204e-03,3.00000000e-03,5.563471
159,blocks.1.attn.out_proj.bias,1.35342616e-02,3.00000000e-03,5.563471
159,blocks.1.ln2.weight,3.48177833e-04,3.00000000e-03,5.563471
159,blocks.1.ln2.bias,1.02185244e-02,3.00000000e-03,5.563471
159,blocks.1.mlp.0.weight,3.68868475e-03,3.00000000e-03,5.563471
159,blocks.1.mlp.0.bias,5.32389773e-03,3.00000000e-03,5.563471
159,blocks.1.mlp.2.weight,1.00563860e-02,3.00000000e-03,5.563471
159,blocks.1.mlp.2.bias,8.94917341e-03,3.00000000e-03,5.563471
159,ln_f.weight,1.36420393e-03,3.00000000e-03,5.563471
159,ln_f.bias,1.23439887e-02,3.00000000e-03,5.563471
159,lm_head.weight,8.85656148e-03,3.00000000e-03,5.563471
160,token_emb.weight,5.37202104e-04,3.00000000e-03,5.567310
160,pos_emb.weight,5.34232984e-04,3.00000000e-03,5.567310
160,blocks.0.ln1.weight,6.01968135e-04,3.00000000e-03,5.567310
160,blocks.0.ln1.bias,5.83991543e-03,3.00000000e-03,5.567310
160,blocks.0.attn.in_proj_weight,5.67232331e-03,3.00000000e-03,5.567310
160,blocks.0.attn.in_proj_bias,8.81775686e-03,3.00000000e-03,5.567310
160,blocks.0.attn.out_proj.weight,7.52718029e-03,3.00000000e-03,5.567310
