step,layer,ratio,lr,loss
63,blocks.1.mlp.2.weight,1.52176369e-02,3.00000000e-03,5.634264
63,blocks.1.mlp.2.bias,1.48690127e-02,3.00000000e-03,5.634264
63,ln_f.weight,2.23104433e-03,3.00000000e-03,5.634264
63,ln_f.bias,5.50472971e-02,3.00000000e-03,5.634264
63,lm_head.weight,1.00932652e-02,3.00000000e-03,5.634264
64,token_emb.weight,6.58915593e-04,3.00000000e-03,5.631730
64,pos_emb.weight,6.84668615e-04,3.00000000e-03,5.631730
64,blocks.0.ln1.weight,8.86008058e-04,3.00000000e-03,5.631730
64,blocks.0.ln1.bias,6.20421596e-02,3.00000000e-03,5.631730
64,blocks.0.attn.in_proj_weight,7.66481249e-03,3.00000000e-03,5.631730
64,blocks.0.attn.in_proj_bias,5.25242372e-02,3.00000000e-03,5.631730
64,blocks.0.attn.out_proj.weight,1.05396506e-02,3.00000000e-03,5.631730
64,blocks.0.attn.out_proj.bias,4.30625413e-02,3.00000000e-03,5.631730
64,blocks.0.ln2.weight,7.15788047e-04,3.00000000e-03,5.631730
64,blocks.0.ln2.bias,4.30126679e-02,3.00000000e-03,5.631730
64,blocks.0.mlp.0.weight,8.22640842e-03,3.00000000e-03,5.631730
64,blocks.0.mlp.0.bias,1.02535087e-02,3.00000000e-03,5.631730
64,blocks.0.mlp.2.weight,1.55464960e-02,3.00000000e-03,5.631730
64,blocks.0.mlp.2.bias,1.92335575e-02,3.00000000e-03,5.631730
64,blocks.1.ln1.weight,8.17235941e-04,3.00000000e-03,5.631730
64,blocks.1.ln1.bias,5.01988811e-02,3.00000000e-03,5.631730
64,blocks.1.attn.in_proj_weight,7.70014415e-03,3.00000000e-03,5.631730
64,blocks.1.attn.in_proj_bias,4.53499872e-02,3.00000000e-03,5.631730
64,blocks.1.attn.out_proj.weight,1.16620296e-02,3.00000000e-03,5.631730
64,blocks.1.attn.out_proj.bias,3.90861033e-02,3.00000000e-03,5.631730
64,blocks.1.ln2.weight,6.25583680e-04,3.00000000e-03,5.631730
64,blocks.1.ln2.bias,5.61148619e-02,3.00000000e-03,5.631730
64,blocks.1.mlp.0.weight,8.34479907e-03,3.00000000e-03,5.631730
64,blocks.1.mlp.0.bias,1.09611733e-02,3.00000000e-03,5.631730
64,blocks.1.mlp.2.weight,1.53404831e-02,3.00000000e-03,5.631730
64,blocks.1.mlp.2.bias,1.55254664e-02,3.00000000e-03,5.631730
64,ln_f.weight,2.22198306e-03,3.00000000e-03,5.631730
64,ln_f.bias,5.47258395e-02,3.00000000e-03,5.631730
64,lm_head.weight,1.01975191e-02,3.00000000e-03,5.631730
65,token_emb.weight,6.53032149e-04,3.00000000e-03,5.608796
65,pos_emb.weight,6.76833371e-04,3.00000000e-03,5.608796
65,blocks.0.ln1.weight,9.31177527e-04,3.00000000e-03,5.608796
65,blocks.0.ln1.bias,6.13423407e-02,3.00000000e-03,5.608796
65,blocks.0.attn.in_proj_weight,7.66114114e-03,3.00000000e-03,5.608796
65,blocks.0.attn.in_proj_bias,5.27893320e-02,3.00000000e-03,5.608796
65,blocks.0.attn.out_proj.weight,1.10122045e-02,3.00000000e-03,5.608796
65,blocks.0.attn.out_proj.bias,4.30438354e-02,3.00000000e-03,5.608796
65,blocks.0.ln2.weight,7.20060282e-04,3.00000000e-03,5.608796
65,blocks.0.ln2.bias,4.06873524e-02,3.00000000e-03,5.608796
65,blocks.0.mlp.0.weight,8.13138605e-03,3.00000000e-03,5.608796
65,blocks.0.mlp.0.bias,1.03797419e-02,3.00000000e-03,5.608796
65,blocks.0.mlp.2.weight,1.55326799e-02,3.00000000e-03,5.608796
65,blocks.0.mlp.2.bias,2.00479193e-02,3.00000000e-03,5.608796
65,blocks.1.ln1.weight,9.05821085e-04,3.00000000e-03,5.608796
65,blocks.1.ln1.bias,5.18082125e-02,3.00000000e-03,5.608796
65,blocks.1.attn.in_proj_weight,7.82507714e-03,3.00000000e-03,5.608796
65,blocks.1.attn.in_proj_bias,4.49766643e-02,3.00000000e-03,5.608796
65,blocks.1.attn.out_proj.weight,1.26653278e-02,3.00000000e-03,5.608796
65,blocks.1.attn.out_proj.bias,4.01417623e-02,3.00000000e-03,5.608796
65,blocks.1.ln2.weight,6.38185229e-04,3.00000000e-03,5.608796
65,blocks.1.ln2.bias,5.32445996e-02,3.00000000e-03,5.608796
65,blocks.1.mlp.0.weight,8.38666757e-03,3.00000000e-03,5.608796
65,blocks.1.mlp.0.bias,1.12210207e-02,3.00000000e-03,5.608796
65,blocks.1.mlp.2.weight,1.58454856e-02,3.00000000e-03,5.608796
65,blocks.1.mlp.2.bias,1.68677730e-02,3.00000000e-03,5.608796
65,ln_f.weight,2.20264132e-03,3.00000000e-03,5.608796
65,ln_f.bias,5.84399788e-02,3.00000000e-03,5.608796
65,lm_head.weight,1.03209187e-02,3.00000000e-03,5.608796
66,token_emb.weight,6.46335681e-04,3.00000000e-03,5.613277
66,pos_emb.weight,6.64322688e-04,3.00000000e-03,5.613277
66,blocks.0.ln1.weight,9.03372167e-04,3.00000000e-03,5.613277
66,blocks.0.ln1.bias,5.66204706e-02,3.00000000e-03,5.613277
66,blocks.0.attn.in_proj_weight,7.56837659e-03,3.00000000e-03,5.613277
66,blocks.0.attn.in_proj_bias,4.91828131e-02,3.00000000e-03,5.613277
66,blocks.0.attn.out_proj.weight,1.05916868e-02,3.00000000e-03,5.613277
66,blocks.0.attn.out_proj.bias,3.99748334e-02,3.00000000e-03,5.613277
66,blocks.0.ln2.weight,7.23091728e-04,3.00000000e-03,5.613277
66,blocks.0.ln2.bias,3.77900652e-02,3.00000000e-03,5.613277
66,blocks.0.mlp.0.weight,7.99048530e-03,3.00000000e-03,5.613277
66,blocks.0.mlp.0.bias,9.95215265e-03,3.00000000e-03,5.613277
66,blocks.0.mlp.2.weight,1.49900652e-02,3.00000000e-03,5.613277
66,blocks.0.mlp.2.bias,1.85749759e-02,3.00000000e-03,5.613277
66,blocks.1.ln1.weight,8.02811244e-04,3.00000000e-03,5.613277
66,blocks.1.ln1.bias,4.52489408e-02,3.00000000e-03,5.613277
66,blocks.1.attn.in_proj_weight,7.27182860e-03,3.00000000e-03,5.613277
66,blocks.1.attn.in_proj_bias,3.94814492e-02,3.00000000e-03,5.613277
66,blocks.1.attn.out_proj.weight,1.15205290e-02,3.00000000e-03,5.613277
66,blocks.1.attn.out_proj.bias,3.63440352e-02,3.00000000e-03,5.613277
66,blocks.1.ln2.weight,6.19311801e-04,3.00000000e-03,5.613277
66,blocks.1.ln2.bias,4.65542649e-02,3.00000000e-03,5.613277
66,blocks.1.mlp.0.weight,8.08221650e-03,3.00000000e-03,5.613277
66,blocks.1.mlp.0.bias,1.04872866e-02,3.00000000e-03,5.613277
66,blocks.1.mlp.2.weight,1.49529055e-02,3.00000000e-03,5.613277
66,blocks.1.mlp.2.bias,1.53791452e-02,3.00000000e-03,5.613277
66,ln_f.weight,2.16338616e-03,3.00000000e-03,5.613277
66,ln_f.bias,5.41811863e-02,3.00000000e-03,5.613277
66,lm_head.weight,1.02874382e-02,3.00000000e-03,5.613277
67,token_emb.weight,6.43216421e-04,3.00000000e-03,5.613380
67,pos_emb.weight,6.62700166e-04,3.00000000e-03,5.613380
67,blocks.0.ln1.weight,9.63174137e-04,3.00000000e-03,5.613380
67,blocks.0.ln1.bias,6.02222441e-02,3.00000000e-03,5.613380
67,blocks.0.attn.in_proj_weight,7.63471178e-03,3.00000000e-03,5.613380
67,blocks.0.attn.in_proj_bias,5.20282339e-02,3.00000000e-03,5.613380
67,blocks.0.attn.out_proj.weight,1.10631641e-02,3.00000000e-03,5.613380
67,blocks.0.attn.out_proj.bias,4.11561186e-02,3.00000000e-03,5.613380
67,blocks.0.ln2.weight,7.32645887e-04,3.00000000e-03,5.613380
67,blocks.0.ln2.bias,4.11185594e-02,3.00000000e-03,5.613380
67,blocks.0.mlp.0.weight,7.89356673e-03,3.00000000e-03,5.613380
67,blocks.0.mlp.0.bias,1.07513336e-02,3.00000000e-03,5.613380
67,blocks.0.mlp.2.weight,1.48467040e-02,3.00000000e-03,5.613380
67,blocks.0.mlp.2.bias,1.93765149e-02,3.00000000e-03,5.613380
67,blocks.1.ln1.weight,8.51554558e-04,3.00000000e-03,5.613380
67,blocks.1.ln1.bias,4.75542825e-02,3.00000000e-03,5.613380
67,blocks.1.attn.in_proj_weight,7.41859659e-03,3.00000000e-03,5.613380
67,blocks.1.attn.in_proj_bias,3.96483806e-02,3.00000000e-03,5.613380
67,blocks.1.attn.out_proj.weight,1.18986592e-02,3.00000000e-03,5.613380
67,blocks.1.attn.out_proj.bias,3.58501501e-02,3.00000000e-03,5.613380
67,blocks.1.ln2.weight,6.43154650e-04,3.00000000e-03,5.613380
67,blocks.1.ln2.bias,4.39956317e-02,3.00000000e-03,5.613380
67,blocks.1.mlp.0.weight,7.94688740e-03,3.00000000e-03,5.613380
67,blocks.1.mlp.0.bias,1.05103875e-02,3.00000000e-03,5.613380
67,blocks.1.mlp.2.weight,1.47247588e-02,3.00000000e-03,5.613380
67,blocks.1.mlp.2.bias,1.51649438e-02,3.00000000e-03,5.613380
67,ln_f.weight,2.13550034e-03,3.00000000e-03,5.613380
67,ln_f.bias,5.11071154e-02,3.00000000e-03,5.613380
67,lm_head.weight,1.01496324e-02,3.00000000e-03,5.613380
68,token_emb.weight,6.32777725e-04,3.00000000e-03,5.610492
68,pos_emb.weight,6.58920798e-04,3.00000000e-03,5.610492
68,blocks.0.ln1.weight,9.90501063e-04,3.00000000e-03,5.610492
68,blocks.0.ln1.bias,5.82220708e-02,3.00000000e-03,5.610492
68,blocks.0.attn.in_proj_weight,7.60663137e-03,3.00000000e-03,5.610492
68,blocks.0.attn.in_proj_bias,5.03038293e-02,3.00000000e-03,5.610492
68,blocks.0.attn.out_proj.weight,1.08363450e-02,3.00000000e-03,5.610492
68,blocks.0.attn.out_proj.bias,3.89341261e-02,3.00000000e-03,5.610492
68,blocks.0.ln2.weight,7.39312603e-04,3.00000000e-03,5.610492
68,blocks.0.ln2.bias,4.08833526e-02,3.00000000e-03,5.610492
68,blocks.0.mlp.0.weight,7.73497852e-03,3.00000000e-03,5.610492
68,blocks.0.mlp.0.bias,1.07922058e-02,3.00000000e-03,5.610492
68,blocks.0.mlp.2.weight,1.45073564e-02,3.00000000e-03,5.610492
68,blocks.0.mlp.2.bias,1.85788000e-02,3.00000000e-03,5.610492
68,blocks.1.ln1.weight,8.63494885e-04,3.00000000e-03,5.610492
68,blocks.1.ln1.bias,4.49097969e-02,3.00000000e-03,5.610492
68,blocks.1.attn.in_proj_weight,7.37846431e-03,3.00000000e-03,5.610492
68,blocks.1.attn.in_proj_bias,3.85480356e-02,3.00000000e-03,5.610492
68,blocks.1.attn.out_proj.weight,1.16370694e-02,3.00000000e-03,5.610492
68,blocks.1.attn.out_proj.bias,3.29049798e-02,3.00000000e-03,5.610492
68,blocks.1.ln2.weight,6.22811704e-04,3.00000000e-03,5.610492
68,blocks.1.ln2.bias,3.86381408e-02,3.00000000e-03,5.610492
68,blocks.1.mlp.0.weight,7.67211124e-03,3.00000000e-03,5.610492
68,blocks.1.mlp.0.bias,9.84252522e-03,3.00000000e-03,5.610492
68,blocks.1.mlp.2.weight,1.40420250e-02,3.00000000e-03,5.610492
68,blocks.1.mlp.2.bias,1.39239056e-02,3.00000000e-03,5.610492
68,ln_f.weight,2.10486585e-03,3.00000000e-03,5.610492
68,ln_f.bias,4.79702186e-02,3.00000000e-03,5.610492
68,lm_head.weight,1.01032276e-02,3.00000000e-03,5.610492
69,token_emb.weight,6.22584777e-04,3.00000000e-03,5.622957
69,pos_emb.weight,6.53865894e-04,3.00000000e-03,5.622957
69,blocks.0.ln1.weight,1.03362165e-03,3.00000000e-03,5.622957
69,blocks.0.ln1.bias,5.85613793e-02,3.00000000e-03,5.622957
69,blocks.0.attn.in_proj_weight,7.65415663e-03,3.00000000e-03,5.622957
69,blocks.0.attn.in_proj_bias,5.09433532e-02,3.00000000e-03,5.622957
69,blocks.0.attn.out_proj.weight,1.13849329e-02,3.00000000e-03,5.622957
69,blocks.0.attn.out_proj.bias,3.88915926e-02,3.00000000e-03,5.622957
69,blocks.0.ln2.weight,7.27251579e-04,3.00000000e-03,5.622957
69,blocks.0.ln2.bias,4.14853482e-02,3.00000000e-03,5.622957
69,blocks.0.mlp.0.weight,7.56473372e-03,3.00000000e-03,5.622957
69,blocks.0.mlp.0.bias,1.11174008e-02,3.00000000e-03,5.622957
69,blocks.0.mlp.2.weight,1.43783330e-02,3.00000000e-03,5.622957
69,blocks.0.mlp.2.bias,1.89765725e-02,3.00000000e-03,5.622957
69,blocks.1.ln1.weight,9.70843295e-04,3.00000000e-03,5.622957
69,blocks.1.ln1.bias,4.75224064e-02,3.00000000e-03,5.622957
69,blocks.1.attn.in_proj_weight,7.80517842e-03,3.00000000e-03,5.622957
69,blocks.1.attn.in_proj_bias,3.97241727e-02,3.00000000e-03,5.622957
69,blocks.1.attn.out_proj.weight,1.24616886e-02,3.00000000e-03,5.622957
69,blocks.1.attn.out_proj.bias,3.26363823e-02,3.00000000e-03,5.622957
69,blocks.1.ln2.weight,6.18677320e-04,3.00000000e-03,5.622957
69,blocks.1.ln2.bias,3.87164311e-02,3.00000000e-03,5.622957
69,blocks.1.mlp.0.weight,7.75330227e-03,3.00000000e-03,5.622957
69,blocks.1.mlp.0.bias,1.00224539e-02,3.00000000e-03,5.622957
69,blocks.1.mlp.2.weight,1.42364910e-02,3.00000000e-03,5.622957
69,blocks.1.mlp.2.bias,1.40473825e-02,3.00000000e-03,5.622957
69,ln_f.weight,2.08956238e-03,3.00000000e-03,5.622957
69,ln_f.bias,5.02990447e-02,3.00000000e-03,5.622957
69,lm_head.weight,1.00397465e-02,3.00000000e-03,5.622957
70,token_emb.weight,6.14649987e-04,3.00000000e-03,5.625263
70,pos_emb.weight,6.51973687e-04,3.00000000e-03,5.625263
70,blocks.0.ln1.weight,1.10681943e-03,3.00000000e-03,5.625263
70,blocks.0.ln1.bias,5.96694963e-02,3.00000000e-03,5.625263
70,blocks.0.attn.in_proj_weight,7.81200492e-03,3.00000000e-03,5.625263
70,blocks.0.attn.in_proj_bias,5.22900301e-02,3.00000000e-03,5.625263
70,blocks.0.attn.out_proj.weight,1.19184400e-02,3.00000000e-03,5.625263
70,blocks.0.attn.out_proj.bias,3.90991952e-02,3.00000000e-03,5.625263
70,blocks.0.ln2.weight,7.49441924e-04,3.00000000e-03,5.625263
70,blocks.0.ln2.bias,4.37303232e-02,3.00000000e-03,5.625263
70,blocks.0.mlp.0.weight,7.48589957e-03,3.00000000e-03,5.625263
70,blocks.0.mlp.0.bias,1.18248698e-02,3.00000000e-03,5.625263
70,blocks.0.mlp.2.weight,1.42426971e-02,3.00000000e-03,5.625263
70,blocks.0.mlp.2.bias,1.91016364e-02,3.00000000e-03,5.625263
70,blocks.1.ln1.weight,1.04674947e-03,3.00000000e-03,5.625263
70,blocks.1.ln1.bias,5.02169567e-02,3.00000000e-03,5.625263
70,blocks.1.attn.in_proj_weight,7.93278156e-03,3.00000000e-03,5.625263
70,blocks.1.attn.in_proj_bias,4.06005863e-02,3.00000000e-03,5.625263
70,blocks.1.attn.out_proj.weight,1.26940785e-02,3.00000000e-03,5.625263
70,blocks.1.attn.out_proj.bias,3.18668522e-02,3.00000000e-03,5.625263
70,blocks.1.ln2.weight,6.37584229e-04,3.00000000e-03,5.625263
70,blocks.1.ln2.bias,4.16756887e-02,3.00000000e-03,5.625263
70,blocks.1.mlp.0.weight,7.74514108e-03,3.00000000e-03,5.625263
70,blocks.1.mlp.0.bias,1.02563862e-02,3.00000000e-03,5.625263
70,blocks.1.mlp.2.weight,1.41494473e-02,3.00000000e-03,5.625263
70,blocks.1.mlp.2.bias,1.39158268e-02,3.00000000e-03,5.625263
70,ln_f.weight,2.07636243e-03,3.00000000e-03,5.625263
70,ln_f.bias,4.81447645e-02,3.00000000e-03,5.625263
70,lm_head.weight,9.91073316e-03,3.00000000e-03,5.625263
71,token_emb.weight,6.04585832e-04,3.00000000e-03,5.668998
71,pos_emb.weight,6.41695133e-04,3.00000000e-03,5.668998
71,blocks.0.ln1.weight,1.14518472e-03,3.00000000e-03,5.668998
71,blocks.0.ln1.bias,5.90732777e-02,3.00000000e-03,5.668998
71,blocks.0.attn.in_proj_weight,7.93308491e-03,3.00000000e-03,5.668998
71,blocks.0.attn.in_proj_bias,5.25920148e-02,3.00000000e-03,5.668998
71,blocks.0.attn.out_proj.weight,1.18226380e-02,3.00000000e-03,5.668998
71,blocks.0.attn.out_proj.bias,3.73265209e-02,3.00000000e-03,5.668998
71,blocks.0.ln2.weight,7.32558820e-04,3.00000000e-03,5.668998
71,blocks.0.ln2.bias,4.29361003e-02,3.00000000e-03,5.668998
71,blocks.0.mlp.0.weight,7.27531215e-03,3.00000000e-03,5.668998
71,blocks.0.mlp.0.bias,1.16819670e-02,3.00000000e-03,5.668998
71,blocks.0.mlp.2.weight,1.38058541e-02,3.00000000e-03,5.668998
71,blocks.0.mlp.2.bias,1.86192604e-02,3.00000000e-03,5.668998
71,blocks.1.ln1.weight,1.05962953e-03,3.00000000e-03,5.668998
71,blocks.1.ln1.bias,4.88910428e-02,3.00000000e-03,5.668998
71,blocks.1.attn.in_proj_weight,7.96398752e-03,3.00000000e-03,5.668998
71,blocks.1.attn.in_proj_bias,4.10270796e-02,3.00000000e-03,5.668998
71,blocks.1.attn.out_proj.weight,1.24051410e-02,3.00000000e-03,5.668998
71,blocks.1.attn.out_proj.bias,3.07449121e-02,3.00000000e-03,5.668998
71,blocks.1.ln2.weight,6.74328848e-04,3.00000000e-03,5.668998
71,blocks.1.ln2.bias,4.07174817e-02,3.00000000e-03,5.668998
71,blocks.1.mlp.0.weight,7.72320023e-03,3.00000000e-03,5.668998
71,blocks.1.mlp.0.bias,1.03472621e-02,3.00000000e-03,5.668998
71,blocks.1.mlp.2.weight,1.37318360e-02,3.00000000e-03,5.668998
71,blocks.1.mlp.2.bias,1.34272509e-02,3.00000000e-03,5.668998
71,ln_f.weight,2.08896505e-03,3.00000000e-03,5.668998
71,ln_f.bias,4.72927564e-02,3.00000000e-03,5.668998
71,lm_head.weight,9.88146815e-03,3.00000000e-03,5.668998
72,token_emb.weight,5.91858407e-04,3.00000000e-03,5.607815
72,pos_emb.weight,6.27241376e-04,3.00000000e-03,5.607815
72,blocks.0.ln1.weight,1.09572822e-03,3.00000000e-03,5.607815
72,blocks.0.ln1.bias,5.44553943e-02,3.00000000e-03,5.607815
72,blocks.0.attn.in_proj_weight,7.65137190e-03,3.00000000e-03,5.607815
72,blocks.0.attn.in_proj_bias,4.83239806e-02,3.00000000e-03,5.607815
72,blocks.0.attn.out_proj.weight,1.14740872e-02,3.00000000e-03,5.607815
72,blocks.0.attn.out_proj.bias,3.48744406e-02,3.00000000e-03,5.607815
72,blocks.0.ln2.weight,7.63937860e-04,3.00000000e-03,5.607815
72,blocks.0.ln2.bias,4.19134009e-02,3.00000000e-03,5.607815
72,blocks.0.mlp.0.weight,7.06691574e-03,3.00000000e-03,5.607815
72,blocks.0.mlp.0.bias,1.12666985e-02,3.00000000e-03,5.607815
72,blocks.0.mlp.2.weight,1.33186425e-02,3.00000000e-03,5.607815
72,blocks.0.mlp.2.bias,1.76922944e-02,3.00000000e-03,5.607815
72,blocks.1.ln1.weight,1.02206033e-03,3.00000000e-03,5.607815
72,blocks.1.ln1.bias,4.49952300e-02,3.00000000e-03,5.607815
72,blocks.1.attn.in_proj_weight,7.67003516e-03,3.00000000e-03,5.607815
72,blocks.1.attn.in_proj_bias,3.82664310e-02,3.00000000e-03,5.607815
72,blocks.1.attn.out_proj.weight,1.20937829e-02,3.00000000e-03,5.607815
72,blocks.1.attn.out_proj.bias,2.88439608e-02,3.00000000e-03,5.607815
72,blocks.1.ln2.weight,6.96705639e-04,3.00000000e-03,5.607815
72,blocks.1.ln2.bias,3.92806709e-02,3.00000000e-03,5.607815
72,blocks.1.mlp.0.weight,7.48665879e-03,3.00000000e-03,5.607815
72,blocks.1.mlp.0.bias,9.93673744e-03,3.00000000e-03,5.607815
72,blocks.1.mlp.2.weight,1.32529762e-02,3.00000000e-03,5.607815
72,blocks.1.mlp.2.bias,1.27244578e-02,3.00000000e-03,5.607815
72,ln_f.weight,2.04390202e-03,3.00000000e-03,5.607815
72,ln_f.bias,4.72905009e-02,3.00000000e-03,5.607815
72,lm_head.weight,9.93900439e-03,3.00000000e-03,5.607815
73,token_emb.weight,5.79316213e-04,3.00000000e-03,5.581945
73,pos_emb.weight,6.15695867e-04,3.00000000e-03,5.581945
73,blocks.0.ln1.weight,1.05836888e-03,3.00000000e-03,5.581945
73,blocks.0.ln1.bias,5.09213135e-02,3.00000000e-03,5.581945
73,blocks.0.attn.in_proj_weight,7.40324140e-03,3.00000000e-03,5.581945
73,blocks.0.attn.in_proj_bias,4.46888550e-02,3.00000000e-03,5.581945
73,blocks.0.attn.out_proj.weight,1.10318843e-02,3.00000000e-03,5.581945
73,blocks.0.attn.out_proj.bias,3.25594870e-02,3.00000000e-03,5.581945
73,blocks.0.ln2.weight,7.69533105e-04,3.00000000e-03,5.581945
73,blocks.0.ln2.bias,3.98283273e-02,3.00000000e-03,5.581945
73,blocks.0.mlp.0.weight,6.92920981e-03,3.00000000e-03,5.581945
73,blocks.0.mlp.0.bias,1.09022069e-02,3.00000000e-03,5.581945
73,blocks.0.mlp.2.weight,1.28520835e-02,3.00000000e-03,5.581945
73,blocks.0.mlp.2.bias,1.66263241e-02,3.00000000e-03,5.581945
73,blocks.1.ln1.weight,9.53710125e-04,3.00000000e-03,5.581945
73,blocks.1.ln1.bias,4.12338022e-02,3.00000000e-03,5.581945
73,blocks.1.attn.in_proj_weight,7.35353713e-03,3.00000000e-03,5.581945
73,blocks.1.attn.in_proj_bias,3.55963026e-02,3.00000000e-03,5.581945
73,blocks.1.attn.out_proj.weight,1.16584338e-02,3.00000000e-03,5.581945
73,blocks.1.attn.out_proj.bias,2.70716223e-02,3.00000000e-03,5.581945
73,blocks.1.ln2.weight,7.03763762e-04,3.00000000e-03,5.581945
73,blocks.1.ln2.bias,3.87745622e-02,3.00000000e-03,5.581945
73,blocks.1.mlp.0.weight,7.39227468e-03,3.00000000e-03,5.581945
73,blocks.1.mlp.0.bias,9.90967432e-03,3.00000000e-03,5.581945
73,blocks.1.mlp.2.weight,1.28547858e-02,3.00000000e-03,5.581945
73,blocks.1.mlp.2.bias,1.22121555e-02,3.00000000e-03,5.581945
73,ln_f.weight,1.99107440e-03,3.00000000e-03,5.581945
73,ln_f.bias,4.48793262e-02,3.00000000e-03,5.581945
73,lm_head.weight,9.99823056e-03,3.00000000e-03,5.581945
74,token_emb.weight,5.69372263e-04,3.00000000e-03,5.583630
74,pos_emb.weight,6.10544246e-04,3.00000000e-03,5.583630
74,blocks.0.ln1.weight,1.08981606e-03,3.00000000e-03,5.583630
74,blocks.0.ln1.bias,5.01722418e-02,3.00000000e-03,5.583630
74,blocks.0.attn.in_proj_weight,7.49715455e-03,3.00000000e-03,5.583630
74,blocks.0.attn.in_proj_bias,4.41053555e-02,3.00000000e-03,5.583630
74,blocks.0.attn.out_proj.weight,1.13993363e-02,3.00000000e-03,5.583630
74,blocks.0.attn.out_proj.bias,3.24563819e-02,3.00000000e-03,5.583630
74,blocks.0.ln2.weight,7.45978381e-04,3.00000000e-03,5.583630
74,blocks.0.ln2.bias,3.95857892e-02,3.00000000e-03,5.583630
74,blocks.0.mlp.0.weight,6.78831694e-03,3.00000000e-03,5.583630
74,blocks.0.mlp.0.bias,1.09847393e-02,3.00000000e-03,5.583630
74,blocks.0.mlp.2.weight,1.26861543e-02,3.00000000e-03,5.583630
74,blocks.0.mlp.2.bias,1.68692441e-02,3.00000000e-03,5.583630
74,blocks.1.ln1.weight,1.02350595e-03,3.00000000e-03,5.583630
74,blocks.1.ln1.bias,4.16996713e-02,3.00000000e-03,5.583630
74,blocks.1.attn.in_proj_weight,7.47619237e-03,3.00000000e-03,5.583630
74,blocks.1.attn.in_proj_bias,3.48509976e-02,3.00000000e-03,5.583630
74,blocks.1.attn.out_proj.weight,1.19898645e-02,3.00000000e-03,5.583630
74,blocks.1.attn.out_proj.bias,2.64690573e-02,3.00000000e-03,5.583630
74,blocks.1.ln2.weight,6.82051578e-04,3.00000000e-03,5.583630
74,blocks.1.ln2.bias,3.74457439e-02,3.00000000e-03,5.583630
74,blocks.1.mlp.0.weight,7.34662135e-03,3.00000000e-03,5.583630
74,blocks.1.mlp.0.bias,9.98735654e-03,3.00000000e-03,5.583630
74,blocks.1.mlp.2.weight,1.27918344e-02,3.00000000e-03,5.583630
74,blocks.1.mlp.2.bias,1.22077625e-02,3.00000000e-03,5.583630
74,ln_f.weight,1.94599891e-03,3.00000000e-03,5.583630
74,ln_f.bias,4.33855604e-02,3.00000000e-03,5.583630
74,lm_head.weight,1.01244932e-02,3.00000000e-03,5.583630
75,token_emb.weight,5.56422741e-04,3.00000000e-03,5.567720
75,pos_emb.weight,5.93551698e-04,3.00000000e-03,5.567720
75,blocks.0.ln1.weight,1.04457417e-03,3.00000000e-03,5.567720
75,blocks.0.ln1.bias,4.63709496e-02,3.00000000e-03,5.567720
75,blocks.0.attn.in_proj_weight,7.22231127e-03,3.00000000e-03,5.567720
75,blocks.0.attn.in_proj_bias,4.07867914e-02,3.00000000e-03,5.567720
75,blocks.0.attn.out_proj.weight,1.12744155e-02,3.00000000e-03,5.567720
75,blocks.0.attn.out_proj.bias,3.07759057e-02,3.00000000e-03,5.567720
75,blocks.0.ln2.weight,7.05479449e-04,3.00000000e-03,5.567720
75,blocks.0.ln2.bias,3.63175088e-02,3.00000000e-03,5.567720
75,blocks.0.mlp.0.weight,6.55845017e-03,3.00000000e-03,5.567720
75,blocks.0.mlp.0.bias,1.03962990e-02,3.00000000e-03,5.567720
75,blocks.0.mlp.2.weight,1.23583525e-02,3.00000000e-03,5.567720
75,blocks.0.mlp.2.bias,1.62775355e-02,3.00000000e-03,5.567720
75,blocks.1.ln1.weight,1.02004905e-03,3.00000000e-03,5.567720
75,blocks.1.ln1.bias,3.95136241e-02,3.00000000e-03,5.567720
75,blocks.1.attn.in_proj_weight,7.37528506e-03,3.00000000e-03,5.567720
75,blocks.1.attn.in_proj_bias,3.33204852e-02,3.00000000e-03,5.567720
75,blocks.1.attn.out_proj.weight,1.18942278e-02,3.00000000e-03,5.567720
75,blocks.1.attn.out_proj.bias,2.48649812e-02,3.00000000e-03,5.567720
75,blocks.1.ln2.weight,6.17932920e-04,3.00000000e-03,5.567720
75,blocks.1.ln2.bias,3.36085038e-02,3.00000000e-03,5.567720
75,blocks.1.mlp.0.weight,6.88646949e-03,3.00000000e-03,5.567720
75,blocks.1.mlp.0.bias,9.23634735e-03,3.00000000e-03,5.567720
75,blocks.1.mlp.2.weight,1.24523611e-02,3.00000000e-03,5.567720
75,blocks.1.mlp.2.bias,1.16082642e-02,3.00000000e-03,5.567720
75,ln_f.weight,1.87651325e-03,3.00000000e-03,5.567720
75,ln_f.bias,4.33987502e-02,3.00000000e-03,5.567720
75,lm_head.weight,9.88930968e-03,3.00000000e-03,5.567720
76,token_emb.weight,5.44688813e-04,3.00000000e-03,5.574677
76,pos_emb.weight,5.77219901e-04,3.00000000e-03,5.574677
76,blocks.0.ln1.weight,9.82183501e-04,3.00000000e-03,5.574677
76,blocks.0.ln1.bias,4.23097062e-02,3.00000000e-03,5.574677
76,blocks.0.attn.in_proj_weight,6.90590748e-03,3.00000000e-03,5.574677
76,blocks.0.attn.in_proj_bias,3.76560725e-02,3.00000000e-03,5.574677
76,blocks.0.attn.out_proj.weight,1.11438316e-02,3.00000000e-03,5.574677
